gen,social_strat,N,mean_move,mean_assoc,mean_intake,prop_infec,repl,cost,regen,local,infect_percent,prop,gen_bin,gen_abs
3090,non-handler tracking,21,79.4285714285714,129.142857142857,4.19147607381456,0.0476190476190476,10,0.25,50,1,0,0.042,3000,90
3090,agent tracking,11,72.1818181818182,302.181818181818,5.63736345551231,0.0909090909090909,10,0.25,50,1,0,0.022,3000,90
3095,handler tracking,344,80.5755813953488,99.1773255813954,4.03588359134013,0.424418604651163,10,0.25,50,1,0,0.688,3000,95
3095,agent avoiding,130,82.5538461538462,65.2692307692308,3.61638451044519,0.338461538461539,10,0.25,50,1,0,0.26,3000,95
3095,non-handler tracking,18,88.2777777777778,91.5,2.50099994248012,0.222222222222222,10,0.25,50,1,0,0.036,3000,95
3095,agent tracking,8,58.875,371.5,8.87599962949753,0.5,10,0.25,50,1,0,0.016,3000,95
3100,agent avoiding,113,83.4867256637168,65.1504424778761,3.38153086747949,0.238938053097345,10,0.25,50,1,0,0.226,3100,100
3100,handler tracking,368,77.9130434782609,132.649456521739,4.59882592641604,0.355978260869565,10,0.25,50,1,0,0.736,3100,100
3100,non-handler tracking,15,81.6666666666667,140.666666666667,3.73433322456355,0.266666666666667,10,0.25,50,1,0,0.03,3100,100
3100,agent tracking,4,66.25,147.25,6.75099982644315,0.25,10,0.25,50,1,0,0.008,3100,100
3105,handler tracking,354,77.1073446327684,116.378531073446,4.77218627126685,0.299435028248588,10,0.25,50,1,0,0.708,3100,100
3105,agent avoiding,126,83,67.3333333333333,3.4851268776212,0.206349206349206,10,0.25,50,1,0,0.252,3100,100
3105,agent tracking,6,72.6666666666667,335.5,5.66766647150507,0.166666666666667,10,0.25,50,1,0,0.012,3100,100
3105,non-handler tracking,14,93.2142857142857,304.285714285714,1.35814282426145,0.0714285714285714,10,0.25,50,1,0,0.028,3100,100
3110,handler tracking,316,77.2974683544304,147.405063291139,4.722518827057,0.325949367088608,10,0.25,50,1,0,0.632,3100,100
3110,agent avoiding,159,84.1509433962264,53.7924528301887,3.29030806759194,0.220125786163522,10,0.25,50,1,0,0.318,3100,100
3110,non-handler tracking,9,83.2222222222222,357.444444444444,3.44544435640435,0.444444444444444,10,0.25,50,1,0,0.018,3100,100
3110,agent tracking,16,100,777.125,0.00100000004749745,0.5625,10,0.25,50,1,0,0.032,3100,100
3115,handler tracking,296,76.2871621621622,159.060810810811,4.85572956577085,0.452702702702703,10,0.25,50,1,0,0.592,3100,100
3115,agent avoiding,190,83.8263157894737,59.8684210526316,3.32731569761925,0.2,10,0.25,50,1,0,0.38,3100,100
3115,non-handler tracking,8,67.125,139.375,6.62599970400333,0.375,10,0.25,50,1,0,0.016,3100,100
3115,agent tracking,6,48.6666666666667,324.333333333333,10.3343328634898,0,10,0.25,50,1,0,0.012,3100,100
3120,handler tracking,266,77.2406015037594,131.515037593985,4.69272916282779,0.37593984962406,10,0.25,50,1,0,0.532,3100,100
3120,agent avoiding,227,84.2819383259912,55.0088105726872,3.22126423368807,0.185022026431718,10,0.25,50,1,0,0.454,3100,100
3120,non-handler tracking,6,82.3333333333333,154.166666666667,3.66766653889014,0.166666666666667,10,0.25,50,1,0,0.012,3100,100
3120,agent tracking,1,60,146,8.00099945068359,0,10,0.25,50,1,0,0.002,3100,100
3125,handler tracking,292,74.9520547945206,145.154109589041,5.14141077022762,0.297945205479452,10,0.25,50,1,0,0.584,3100,100
3125,agent avoiding,190,86.4842105263158,57.7,2.77994729200207,0.226315789473684,10,0.25,50,1,0,0.38,3100,100
3125,non-handler tracking,18,82.6666666666667,149.944444444444,3.5565554424603,0.0555555555555556,10,0.25,50,1,0,0.036,3100,100
3130,agent avoiding,238,86.063025210084,53.718487394958,2.87074782813072,0.214285714285714,10,0.25,50,1,0,0.476,3100,100
3130,handler tracking,244,76.6516393442623,127.524590163934,4.86165557194789,0.409836065573771,10,0.25,50,1,0,0.488,3100,100
3130,non-handler tracking,16,85.3125,117,3.1259999219983,0.1875,10,0.25,50,1,0,0.032,3100,100
3130,agent tracking,2,97.5,181,0.50100002338877,0,10,0.25,50,1,0,0.004,3100,100
3135,agent avoiding,244,86.1393442622951,53.7704918032787,2.88214746284342,0.213114754098361,10,0.25,50,1,0,0.488,3100,100
3135,handler tracking,240,73.7541666666667,145.4375,5.4551664743912,0.425,10,0.25,50,1,0,0.48,3100,100
3135,non-handler tracking,14,80.2142857142857,115.428571428571,4.00099985975872,0.214285714285714,10,0.25,50,1,0,0.028,3100,100
3135,agent tracking,2,44,520,11.5009994506836,1,10,0.25,50,1,0,0.004,3100,100
3140,handler tracking,208,74.6490384615385,123.408653846154,5.27023057651632,0.331730769230769,10,0.25,50,1,0,0.416,3100,100
3140,non-handler tracking,22,70.7272727272727,141.636363636364,6.09190884196538,0.181818181818182,10,0.25,50,1,0,0.044,3100,100
3140,agent avoiding,270,85.5925925925926,63.2037037037037,2.98248140027712,0.218518518518519,10,0.25,50,1,0,0.54,3100,100
3145,agent avoiding,226,83.9955752212389,62.5442477876106,3.32843352351606,0.309734513274336,10,0.25,50,1,0,0.452,3100,100
3145,handler tracking,258,77.7829457364341,142.015503875969,4.60952697140742,0.461240310077519,10,0.25,50,1,0,0.516,3100,100
3145,non-handler tracking,12,78.0833333333333,167.25,4.41766653069256,0.0833333333333333,10,0.25,50,1,0,0.024,3100,100
3145,agent tracking,4,96.25,302.25,0.750999981915811,0,10,0.25,50,1,0,0.008,3100,100
3150,handler tracking,256,71.9921875,235.50390625,5.78615602512264,0.39453125,10,0.25,50,1,0,0.512,3100,100
3150,agent avoiding,239,86.2970711297071,61.7698744769875,2.83782001559439,0.154811715481172,10,0.25,50,1,0,0.478,3100,100
3150,non-handler tracking,1,22,139,16.0009994506836,0,10,0.25,50,1,0,0.002,3100,100
3150,agent tracking,4,84.5,577.25,3.25099986270652,0.25,10,0.25,50,1,0,0.008,3100,100
3155,handler tracking,213,74.1455399061033,141.12676056338,5.3625021484968,0.347417840375587,10,0.25,50,1,0,0.426,3100,100
3155,agent avoiding,282,83.3475177304965,61.5460992907801,3.44071620918855,0.25177304964539,10,0.25,50,1,0,0.564,3100,100
3155,non-handler tracking,5,90.6,169.4,2.00099998037331,0,10,0.25,50,1,0,0.01,3100,100
3160,handler tracking,182,74.9340659340659,166.175824175824,5.16034048379355,0.406593406593407,10,0.25,50,1,0,0.364,3100,100
3160,non-handler tracking,5,89,135.2,2.2009999710368,0,10,0.25,50,1,0,0.01,3100,100
3160,agent avoiding,308,82.6688311688312,64.8636363636364,3.58866223533768,0.204545454545455,10,0.25,50,1,0,0.616,3100,100
3160,agent tracking,5,62.6,359.4,7.60099964141846,0.4,10,0.25,50,1,0,0.01,3100,100
3165,handler tracking,161,72.7950310559006,163.16149068323,5.65938487320832,0.360248447204969,10,0.25,50,1,0,0.322,3100,100
3165,agent avoiding,331,83.7885196374622,62.4803625377644,3.32728388816578,0.250755287009063,10,0.25,50,1,0,0.662,3100,100
3165,non-handler tracking,8,83.125,391.75,4.00099986791611,0.125,10,0.25,50,1,0,0.016,3100,100
3170,handler tracking,176,73.4659090909091,153.857954545455,5.50099980480181,0.301136363636364,10,0.25,50,1,0,0.352,3100,100
3170,agent avoiding,316,84.1012658227848,60.3291139240506,3.29213914774576,0.221518987341772,10,0.25,50,1,0,0.632,3100,100
3170,non-handler tracking,7,79.7142857142857,171.714285714286,4.14385696152957,0,10,0.25,50,1,0,0.014,3100,100
3170,agent tracking,1,100,263,0.00100000004749745,0,10,0.25,50,1,0,0.002,3100,100
3175,handler tracking,173,72.1791907514451,167.445086705202,5.75822521798512,0.421965317919075,10,0.25,50,1,0,0.346,3100,100
3175,agent avoiding,322,84.4844720496895,58.6490683229814,3.20286327232614,0.254658385093168,10,0.25,50,1,0,0.644,3100,100
3175,non-handler tracking,5,94,123.8,1.20099998554215,0.4,10,0.25,50,1,0,0.01,3100,100
3180,handler tracking,249,72.8353413654619,233.200803212851,5.56726486307202,0.449799196787149,10,0.25,50,1,0,0.498,3100,100
3180,agent avoiding,251,85.3266932270917,57.4143426294821,3.00896805405118,0.250996015936255,10,0.25,50,1,0,0.502,3100,100
3185,handler tracking,259,72.6177606177606,267.463320463321,5.66123144098191,0.478764478764479,10,0.25,50,1,0,0.518,3100,100
3185,agent avoiding,237,84.1603375527426,63.5738396624473,3.24994505548856,0.232067510548523,10,0.25,50,1,0,0.474,3100,100
3185,non-handler tracking,3,76,362.333333333333,5.0009998169262,0.333333333333333,10,0.25,50,1,0,0.006,3100,100
3185,agent tracking,1,65,128,7.00099992752075,0,10,0.25,50,1,0,0.002,3100,100
3190,agent avoiding,230,85.7608695652174,50.9739130434783,2.92708688076616,0.204347826086957,10,0.25,50,1,0,0.46,3100,100
3190,handler tracking,260,74.1538461538462,189.630769230769,5.35484596596037,0.407692307692308,10,0.25,50,1,0,0.52,3100,100
3190,non-handler tracking,7,85.8571428571429,225,3.14385704001013,0.571428571428571,10,0.25,50,1,0,0.014,3100,100
3190,agent tracking,3,89,114.333333333333,2.33433330059052,0.333333333333333,10,0.25,50,1,0,0.006,3100,100
3195,handler tracking,253,74.0948616600791,198.98023715415,5.36068360924605,0.430830039525692,10,0.25,50,1,0,0.506,3100,100
3195,agent avoiding,240,85.1875,64.3583333333333,3.07599992001827,0.279166666666667,10,0.25,50,1,0,0.48,3100,100
3195,agent tracking,3,70,208.333333333333,6.00099976857503,0,10,0.25,50,1,0,0.006,3100,100
3195,non-handler tracking,4,70.25,226.5,6.25099980831146,0,10,0.25,50,1,0,0.008,3100,100
3200,agent avoiding,269,83.8066914498141,73.5390334572491,3.34672480613533,0.223048327137546,10,0.25,50,1,0,0.538,3200,200
3200,handler tracking,231,70.5887445887446,218.233766233766,6.06593484207746,0.45021645021645,10,0.25,50,1,0,0.462,3200,200
3205,agent avoiding,256,85.10546875,60.1328125,3.08303117267224,0.26953125,10,0.25,50,1,0,0.512,3200,200
3205,handler tracking,240,74.2708333333333,184.6875,5.34266646819112,0.345833333333333,10,0.25,50,1,0,0.48,3200,200
3205,agent tracking,4,76.75,167.75,4.75099972536555,0.25,10,0.25,50,1,0,0.008,3200,200
3210,handler tracking,225,69.2133333333333,195.382222222222,6.34322197989716,0.448888888888889,10,0.25,50,1,0,0.45,3200,200
3210,agent avoiding,264,87.0113636363636,54.5416666666667,2.67145446876318,0.234848484848485,10,0.25,50,1,0,0.528,3200,200
3210,agent tracking,7,71,323.857142857143,6.14385681862145,0.428571428571429,10,0.25,50,1,0,0.014,3200,200
3210,non-handler tracking,4,80,153.25,4.25099994565244,0.25,10,0.25,50,1,0,0.008,3200,200
3215,agent avoiding,316,85.4430379746836,57.1613924050633,3.00099990933675,0.20253164556962,10,0.25,50,1,0,0.632,3200,200
3215,handler tracking,171,69.9590643274854,182.93567251462,6.18228631882386,0.39766081871345,10,0.25,50,1,0,0.342,3200,200
3215,non-handler tracking,5,73.2,212.2,5.40099983215332,0.6,10,0.25,50,1,0,0.01,3200,200
3215,agent tracking,8,90.25,274.75,2.0009999605536,0.5,10,0.25,50,1,0,0.016,3200,200
3220,agent avoiding,355,83.4816901408451,66.9295774647887,3.39536609324679,0.185915492957746,10,0.25,50,1,0,0.71,3200,200
3220,handler tracking,128,69.1796875,205.6328125,6.37599975870398,0.2890625,10,0.25,50,1,0,0.256,3200,200
3220,non-handler tracking,14,70.9285714285714,307.285714285714,5.85814269284518,0.642857142857143,10,0.25,50,1,0,0.028,3200,200
3220,agent tracking,3,100,303,0.00100000004749745,0,10,0.25,50,1,0,0.006,3200,200
3225,agent avoiding,327,83.1406727828746,64.5749235474006,3.47806411225346,0.232415902140673,10,0.25,50,1,0,0.654,3200,200
3225,non-handler tracking,34,86.9411764705882,1500.32352941176,2.91276456737507,1,10,0.25,50,1,0,0.068,3200,200
3225,handler tracking,133,69.4962406015038,160.383458646617,6.38445841003108,0.511278195488722,10,0.25,50,1,0,0.266,3200,200
3225,agent tracking,6,97.5,1971.16666666667,0.500999987959707,0.833333333333333,10,0.25,50,1,0,0.012,3200,200
3230,handler tracking,122,69.0737704918033,164.540983606557,6.44362269140891,0.434426229508197,10,0.25,50,1,0,0.244,3200,200
3230,agent avoiding,367,82.7193460490463,65.0136239782016,3.54868382120686,0.228882833787466,10,0.25,50,1,0,0.734,3200,200
3230,agent tracking,5,96.2,185.2,0.800999994878657,0.2,10,0.25,50,1,0,0.01,3200,200
3230,non-handler tracking,6,75.5,163.5,5.00099980831146,0.666666666666667,10,0.25,50,1,0,0.012,3200,200
3235,agent avoiding,310,83.5838709677419,65.0806451612903,3.38487087560803,0.245161290322581,10,0.25,50,1,0,0.62,3200,200
3235,handler tracking,174,70.3793103448276,245.810344827586,6.15042503769697,0.396551724137931,10,0.25,50,1,0,0.348,3200,200
3235,agent tracking,9,52.1111111111111,539,9.88988846165335,0.777777777777778,10,0.25,50,1,0,0.018,3200,200
3235,non-handler tracking,7,70,289.142857142857,6.00099980164253,0.285714285714286,10,0.25,50,1,0,0.014,3200,200
3240,handler tracking,181,65.3370165745856,455.502762430939,7.16674555982566,0.569060773480663,10,0.25,50,1,0,0.362,3200,200
3240,agent avoiding,294,85.1904761904762,58.8707482993197,3.07923120684165,0.241496598639456,10,0.25,50,1,0,0.588,3200,200
3240,non-handler tracking,17,80.8235294117647,584.470588235294,3.88335279489676,0.235294117647059,10,0.25,50,1,0,0.034,3200,200
3240,agent tracking,8,72.25,446.5,5.62599981737731,0.75,10,0.25,50,1,0,0.016,3200,200
3245,agent avoiding,273,85.0732600732601,56.9194139194139,3.0852490020596,0.307692307692308,10,0.25,50,1,0,0.546,3200,200
3245,handler tracking,202,63.9851485148515,317.792079207921,7.41684128349534,0.648514851485149,10,0.25,50,1,0,0.404,3200,200
3245,agent tracking,9,55.8888888888889,533.444444444444,9.55655505922106,0.555555555555556,10,0.25,50,1,0,0.018,3200,200
3245,non-handler tracking,16,72.0625,243.5,5.87599975777266,0.5,10,0.25,50,1,0,0.032,3200,200
3250,agent avoiding,296,85.6114864864865,56.1385135135135,2.97735126828578,0.162162162162162,10,0.25,50,1,0,0.592,3200,200
3250,handler tracking,178,67.8314606741573,265.983146067416,6.64706715339863,0.52247191011236,10,0.25,50,1,0,0.356,3200,200
3250,agent tracking,11,69.6363636363637,441.636363636364,6.63736343383789,0.272727272727273,10,0.25,50,1,0,0.022,3200,200
3250,non-handler tracking,15,67.6666666666667,234.266666666667,6.80099975268046,0.533333333333333,10,0.25,50,1,0,0.03,3200,200
3255,agent avoiding,314,82.8343949044586,73.0222929936306,3.57106357976975,0.235668789808917,10,0.25,50,1,0,0.628,3200,200
3255,non-handler tracking,26,89.5769230769231,436.346153846154,2.19330760924808,0.615384615384615,10,0.25,50,1,0,0.052,3200,200
3255,handler tracking,146,67.2945205479452,204.253424657534,6.82291755376285,0.335616438356164,10,0.25,50,1,0,0.292,3200,200
3255,agent tracking,14,64.9285714285714,383.714285714286,7.35814255660599,0.428571428571429,10,0.25,50,1,0,0.028,3200,200
3260,agent avoiding,268,85.2201492537314,64.9253731343284,3.0457760249043,0.23134328358209,10,0.25,50,1,0,0.536,3200,200
3260,handler tracking,222,70.5720720720721,266.599099099099,6.12262138440263,0.490990990990991,10,0.25,50,1,0,0.444,3200,200
3260,non-handler tracking,5,72,101.4,5.80099975129124,0,10,0.25,50,1,0,0.01,3200,200
3260,agent tracking,5,63.8,383.6,7.40099964141846,0.4,10,0.25,50,1,0,0.01,3200,200
3265,agent avoiding,271,85.9594095940959,59.5904059040591,2.93088921607512,0.361623616236162,10,0.25,50,1,0,0.542,3200,200
3265,handler tracking,215,68.7069767441861,258.781395348837,6.46611602195095,0.623255813953488,10,0.25,50,1,0,0.43,3200,200
3265,non-handler tracking,7,90,204.571428571429,2.14385711479866,0.571428571428571,10,0.25,50,1,0,0.014,3200,200
3265,agent tracking,7,77.8571428571429,377.428571428571,4.71528562477657,0.285714285714286,10,0.25,50,1,0,0.014,3200,200
3270,agent avoiding,289,86.9273356401384,48.3771626297578,2.72072311911561,0.245674740484429,10,0.25,50,1,0,0.578,3200,200
3270,handler tracking,207,67.0144927536232,342.275362318841,6.83674851604704,0.613526570048309,10,0.25,50,1,0,0.414,3200,200
3270,agent tracking,2,77.5,218,4.50099992752075,1,10,0.25,50,1,0,0.004,3200,200
3270,non-handler tracking,2,92.5,167,1.5009999871254,0.5,10,0.25,50,1,0,0.004,3200,200
3275,agent avoiding,279,85.4014336917563,53.0394265232975,3.00816838280047,0.17921146953405,10,0.25,50,1,0,0.558,3200,200
3275,handler tracking,210,72.3380952380952,172.971428571429,5.73433311340466,0.347619047619048,10,0.25,50,1,0,0.42,3200,200
3275,agent tracking,8,78.75,463.25,4.25099994565244,0.5,10,0.25,50,1,0,0.016,3200,200
3275,non-handler tracking,3,88.3333333333333,195.333333333333,2.33433328502967,0,10,0.25,50,1,0,0.006,3200,200
3280,agent avoiding,327,85.7645259938838,52.8746177370031,2.96124457890333,0.174311926605505,10,0.25,50,1,0,0.654,3200,200
3280,handler tracking,158,75.6772151898734,122.835443037975,5.0769491761494,0.272151898734177,10,0.25,50,1,0,0.316,3200,200
3280,non-handler tracking,13,84.6153846153846,354.153846153846,3.30869219532738,0.230769230769231,10,0.25,50,1,0,0.026,3200,200
3280,agent tracking,2,70.5,449.5,6.50099992752075,0.5,10,0.25,50,1,0,0.004,3200,200
3285,agent avoiding,351,84.022792022792,55.4900284900285,3.28305119052934,0.162393162393162,10,0.25,50,1,0,0.702,3200,200
3285,handler tracking,140,72.2714285714286,184.685714285714,5.75099979656931,0.264285714285714,10,0.25,50,1,0,0.28,3200,200
3285,non-handler tracking,9,80.5555555555556,212.111111111111,4.0009998906559,0,10,0.25,50,1,0,0.018,3200,200
3290,agent avoiding,360,83.6527777777778,54.8444444444445,3.37599990231748,0.158333333333333,10,0.25,50,1,0,0.72,3200,200
3290,handler tracking,136,74.6985294117647,166.529411764706,5.26570569149814,0.294117647058824,10,0.25,50,1,0,0.272,3200,200
3290,non-handler tracking,3,81.6666666666667,92.6666666666667,3.667666618363,0,10,0.25,50,1,0,0.006,3200,200
3290,agent tracking,1,75,128,5.00099992752075,0,10,0.25,50,1,0,0.002,3200,200
3295,agent avoiding,347,84.5417867435159,49.4063400576369,3.18831979102685,0.178674351585014,10,0.25,50,1,0,0.694,3200,200
3295,handler tracking,148,71.9324324324324,137.087837837838,5.77802680633613,0.27027027027027,10,0.25,50,1,0,0.296,3200,200
3295,non-handler tracking,5,86.6,156.2,3.00099992752075,0,10,0.25,50,1,0,0.01,3200,200
3300,handler tracking,163,74.3496932515337,134.042944785276,5.30774827644106,0.312883435582822,10,0.25,50,1,0,0.326,3300,300
3300,agent avoiding,331,85.4108761329305,50.3474320241692,3.03725369722903,0.148036253776435,10,0.25,50,1,0,0.662,3300,300
3300,non-handler tracking,6,89.1666666666667,154,2.33433322973239,0.333333333333333,10,0.25,50,1,0,0.012,3300,300
3305,agent avoiding,334,84.4760479041916,58.9401197604791,3.21357476401553,0.221556886227545,10,0.25,50,1,0,0.668,3300,300
3305,handler tracking,160,69.95,240.525,6.20724977299688,0.45,10,0.25,50,1,0,0.32,3300,300
3305,non-handler tracking,4,77.25,185.5,4.75099972536555,0,10,0.25,50,1,0,0.008,3300,300
3305,agent tracking,2,65.5,237,7.00099972536555,0.5,10,0.25,50,1,0,0.004,3300,300
3310,agent avoiding,346,83.3988439306358,55.4537572254335,3.44319642634828,0.179190751445087,10,0.25,50,1,0,0.692,3300,300
3310,handler tracking,141,76.4113475177305,125.106382978723,4.90170904356534,0.304964539007092,10,0.25,50,1,0,0.282,3300,300
3310,non-handler tracking,13,75.5384615384615,233.846153846154,5.07792288722256,0.230769230769231,10,0.25,50,1,0,0.026,3300,300
3315,agent avoiding,332,84.6686746987952,53.25,3.1606384579668,0.213855421686747,10,0.25,50,1,0,0.664,3300,300
3315,handler tracking,157,73.3821656050955,144.388535031847,5.45959851936775,0.375796178343949,10,0.25,50,1,0,0.314,3300,300
3315,non-handler tracking,9,89.4444444444445,557.666666666667,2.1121110472466,0.777777777777778,10,0.25,50,1,0,0.018,3300,300
3315,agent tracking,2,95,570,1.00099996378412,1,10,0.25,50,1,0,0.004,3300,300
3320,agent avoiding,326,83.7453987730061,64.4018404907975,3.37216555123807,0.239263803680982,10,0.25,50,1,0,0.652,3300,300
3320,handler tracking,168,74.2678571428571,150.488095238095,5.34623788697631,0.363095238095238,10,0.25,50,1,0,0.336,3300,300
3320,agent tracking,2,92.5,158.5,1.50099996378412,0,10,0.25,50,1,0,0.004,3300,300
3320,non-handler tracking,4,100,392.75,0.00100000004749745,0,10,0.25,50,1,0,0.008,3300,300
3325,agent avoiding,341,83.9618768328446,55.58357771261,3.32358054538999,0.278592375366569,10,0.25,50,1,0,0.682,3300,300
3325,handler tracking,140,73.5571428571429,201.378571428571,5.49385695449725,0.514285714285714,10,0.25,50,1,0,0.28,3300,300
3325,non-handler tracking,15,86.4666666666667,436.333333333333,2.73433320727975,0.866666666666667,10,0.25,50,1,0,0.03,3300,300
3325,agent tracking,4,60,341,8.00099956989288,0.75,10,0.25,50,1,0,0.008,3300,300
3330,handler tracking,148,70.5337837837838,147.398648648649,6.08208086946429,0.256756756756757,10,0.25,50,1,0,0.296,3300,300
3330,agent avoiding,339,84.9823008849558,56.2743362831859,3.1160441564326,0.174041297935103,10,0.25,50,1,0,0.678,3300,300
3330,non-handler tracking,13,85.6923076923077,275.384615384615,3.00099988006808,0.461538461538462,10,0.25,50,1,0,0.026,3300,300
3335,agent avoiding,333,84.6216216216216,56.9159159159159,3.17817708572992,0.273273273273273,10,0.25,50,1,0,0.666,3300,300
3335,handler tracking,153,71.2287581699346,192.235294117647,5.94217625440302,0.568627450980392,10,0.25,50,1,0,0.306,3300,300
3335,non-handler tracking,14,78.2142857142857,97.0714285714286,4.50099987309659,0.285714285714286,10,0.25,50,1,0,0.028,3300,300
3340,agent avoiding,325,84.9938461538462,51.0092307692308,3.09023067738073,0.212307692307692,10,0.25,50,1,0,0.65,3300,300
3340,handler tracking,148,72.5540540540541,140.824324324324,5.68343222571609,0.466216216216216,10,0.25,50,1,0,0.296,3300,300
3340,non-handler tracking,26,82.9615384615385,173.307692307692,3.61638453851293,0.269230769230769,10,0.25,50,1,0,0.052,3300,300
3340,agent tracking,1,73,273,6.00099992752075,0,10,0.25,50,1,0,0.002,3300,300
3345,agent avoiding,334,83.2544910179641,65.7964071856287,3.48902385237398,0.326347305389222,10,0.25,50,1,0,0.668,3300,300
3345,handler tracking,139,73.7625899280576,156.503597122302,5.46862570117496,0.482014388489209,10,0.25,50,1,0,0.278,3300,300
3345,non-handler tracking,27,81.7407407407408,148.62962962963,3.74174061988015,0.296296296296296,10,0.25,50,1,0,0.054,3300,300
3350,agent avoiding,376,83.7579787234043,53.6276595744681,3.35738288429058,0.194148936170213,10,0.25,50,1,0,0.752,3300,300
3350,handler tracking,99,71.3838383838384,178.878787878788,5.86968665034745,0.333333333333333,10,0.25,50,1,0,0.198,3300,300
3350,non-handler tracking,25,86.32,131.84,2.84099988977425,0.12,10,0.25,50,1,0,0.05,3300,300
3355,agent avoiding,399,84.0175438596491,54.0927318295739,3.33683949773624,0.12280701754386,10,0.25,50,1,0,0.798,3300,300
3355,handler tracking,75,73.1866666666667,128.426666666667,5.48099978308038,0.173333333333333,10,0.25,50,1,0,0.15,3300,300
3355,non-handler tracking,26,77.8076923076923,127.038461538462,4.53946139659876,0.115384615384615,10,0.25,50,1,0,0.052,3300,300
3360,agent avoiding,424,83.7311320754717,51.4929245283019,3.368924433187,0.162735849056604,10,0.25,50,1,0,0.848,3300,300
3360,handler tracking,50,76.46,94.6,4.84099981753156,0.3,10,0.25,50,1,0,0.1,3300,300
3360,non-handler tracking,26,76.5384615384615,112.346153846154,4.84715366283378,0.0769230769230769,10,0.25,50,1,0,0.052,3300,300
3365,agent avoiding,414,83.0845410628019,59.5628019323672,3.51066172071834,0.210144927536232,10,0.25,50,1,0,0.828,3300,300
3365,handler tracking,61,74.5573770491803,116.311475409836,5.26329490837267,0.377049180327869,10,0.25,50,1,0,0.122,3300,300
3365,non-handler tracking,25,76.8,131.12,4.80099984852597,0.36,10,0.25,50,1,0,0.05,3300,300
3370,agent avoiding,434,82.4377880184332,57.0299539170507,3.64385702988548,0.209677419354839,10,0.25,50,1,0,0.868,3300,300
3370,handler tracking,55,73.9454545454546,123.272727272727,5.36463614480189,0.290909090909091,10,0.25,50,1,0,0.11,3300,300
3370,non-handler tracking,11,87.3636363636364,146.818181818182,2.54645448851145,0.272727272727273,10,0.25,50,1,0,0.022,3300,300
3375,non-handler tracking,29,77.3448275862069,141.931034482759,4.7596205481858,0.482758620689655,10,0.25,50,1,0,0.058,3300,300
3375,agent avoiding,430,82.6604651162791,56.2325581395349,3.5986743119215,0.197674418604651,10,0.25,50,1,0,0.86,3300,300
3375,handler tracking,41,78.8292682926829,88.8048780487805,4.36685350590681,0.219512195121951,10,0.25,50,1,0,0.082,3300,300
3380,agent avoiding,464,83.4827586206897,52.1120689655172,3.43849989512969,0.127155172413793,10,0.25,50,1,0,0.928,3300,300
3380,non-handler tracking,16,82.8125,127.25,3.68849987114663,0.125,10,0.25,50,1,0,0.032,3300,300
3380,handler tracking,20,72.35,105.1,5.70099978809594,0.2,10,0.25,50,1,0,0.04,3300,300
3385,agent avoiding,473,82.7040169133193,55.9704016913319,3.59085190219703,0.150105708245243,10,0.25,50,1,0,0.946,3300,300
3385,handler tracking,13,68.0769230769231,178.153846153846,6.61638426062508,0.307692307692308,10,0.25,50,1,0,0.026,3300,300
3385,non-handler tracking,14,82.5,113.642857142857,3.7867141895362,0.142857142857143,10,0.25,50,1,0,0.028,3300,300
3390,non-handler tracking,22,78.5,139.318181818182,4.3646362685355,0.227272727272727,10,0.25,50,1,0,0.044,3300,300
3390,agent avoiding,474,82.4388185654009,56.6518987341772,3.61703364236058,0.179324894514768,10,0.25,50,1,0,0.948,3300,300
3390,agent tracking,1,95,142,1.00100004673004,0,10,0.25,50,1,0,0.002,3300,300
3390,handler tracking,3,71.3333333333333,87,6.00099976857503,0,10,0.25,50,1,0,0.006,3300,300
3395,agent avoiding,477,83.0691823899371,52.1341719077568,3.52091604438283,0.188679245283019,10,0.25,50,1,0,0.954,3300,300
3395,handler tracking,11,79.6363636363637,67.6363636363637,4.18281804007182,0,10,0.25,50,1,0,0.022,3300,300
3395,non-handler tracking,12,76.8333333333333,121.75,4.8343331736008,0.0833333333333333,10,0.25,50,1,0,0.024,3300,300
3400,agent avoiding,473,82.215644820296,54.8668076109937,3.67541849096286,0.141649048625793,10,0.25,50,1,0,0.946,3400,400
3400,non-handler tracking,22,71.0909090909091,324.636363636364,5.91009066461861,0.818181818181818,10,0.25,50,1,0,0.044,3400,400
3400,handler tracking,5,75.8,132,5.00099984665867,0.2,10,0.25,50,1,0,0.01,3400,400
3405,agent avoiding,488,82.3995901639344,54.1106557377049,3.66903267223264,0.176229508196721,10,0.25,50,1,0,0.976,3400,400
3405,handler tracking,7,86.2857142857143,68.5714285714286,3.14385709776876,0.428571428571429,10,0.25,50,1,0,0.014,3400,400
3405,non-handler tracking,5,76,143.8,4.80099987050053,0,10,0.25,50,1,0,0.01,3400,400
3410,agent avoiding,491,83.0448065173116,47.8798370672098,3.51220152110797,0.128309572301426,10,0.25,50,1,0,0.982,3400,400
3410,handler tracking,7,49.5714285714286,128.142857142857,10.4295710154942,0.142857142857143,10,0.25,50,1,0,0.014,3400,400
3410,non-handler tracking,2,46,214.5,11.0009994506836,0.5,10,0.25,50,1,0,0.004,3400,400
3415,agent avoiding,489,82.3108384458078,50.1513292433538,3.67380152498672,0.124744376278119,10,0.25,50,1,0,0.978,3400,400
